gas_price;gas_type;place_id
23.99;premium;5862
22.79;diesel;5862
23.75;diesel;7357
22.15;regular;7357
23.44;premium;7357
20.39;regular;6840
22.69;premium;6840
22.79;premium;6539
19.99;regular;6539
21.79;regular;6513
22.19;diesel;6513
24.59;premium;2417
21.99;regular;2417
21.89;regular;6819
23.59;premium;6819
20.6;regular;6298
22.35;premium;6298
21.85;diesel;6298
20.9;regular;6490
22.3;premium;6490
22.9;diesel;6490
21.65;regular;6989
24.35;premium;6989
23.19;diesel;6989
20.6;regular;6195
22.35;premium;6195
21.85;diesel;6195
20.84;regular;6914
22.29;diesel;6914
21.99;premium;6914
22.21;regular;7100
23.75;diesel;7100
23.35;premium;7100
22.4;regular;6889
24.5;premium;6889
23;diesel;6889
20.9;regular;6260
22.3;premium;6260
22.9;diesel;6260
21.99;regular;7302
22.94;premium;7302
23.45;diesel;7302
24.49;premium;2344
21.09;regular;2344
20.89;regular;7005
23.49;premium;7005
21.89;diesel;7005
23.39;premium;5958
21.29;regular;5958
22.39;diesel;5958
21.89;regular;6423
22.89;diesel;6423
23.59;premium;6423
19.95;regular;5957
21.95;premium;5957
21.89;regular;6449
22.89;diesel;6449
23.59;premium;6449
21.89;regular;7372
23.59;premium;7372
22.89;diesel;7372
23.7;regular;6628
25.65;premium;6628
25.2;diesel;6628
19.99;regular;6178
21.85;premium;6178
21.62;diesel;6178
21.95;regular;6625
23.95;premium;6625
22.45;diesel;6625
21.5;regular;6303
22.3;premium;6303
23.1;diesel;6303
21.29;regular;2325
22.49;diesel;2325
23.69;premium;2325
21.89;regular;7484
22.89;diesel;7484
23.59;premium;7484
19.39;regular;7122
21.65;premium;7122
19.59;diesel;7122
21.79;regular;7389
24.99;premium;7389
22.49;diesel;7389
21.25;regular;7075
22.5;premium;7075
21.88;diesel;7075
22.25;regular;6979
23.25;diesel;6979
21.19;regular;6001
23.59;premium;6001
20.9;regular;6739
22.3;premium;6739
22.9;diesel;6739
20;regular;7055
21.8;premium;7055
21.55;diesel;7055
23.29;diesel;7056
21.69;regular;7056
24.59;premium;7056
21.24;regular;7379
22.04;diesel;7379
23.59;premium;7379
19.99;premium;2183
16.99;regular;2183
21.15;regular;6797
22.45;premium;6797
22.25;diesel;6797
22.1;diesel;6748
20.85;regular;6748
22.65;premium;6748
22.19;regular;6787
23.05;premium;6787
23.49;diesel;6787
22.35;regular;7038
23.99;premium;7038
22.9;regular;6355
24.45;premium;6355
16.08;regular;6482
17.82;premium;6482
17.04;diesel;6482
22.88;regular;7014
24.39;diesel;7014
21.38;regular;6485
22.19;premium;6485
21.88;diesel;6485
20.5;regular;7433
22.55;premium;7433
21.8;regular;6137
23.45;diesel;6137
23.19;regular;2485
25.19;premium;2485
23.29;regular;7219
25.59;premium;7219
20.85;regular;5951
22.4;premium;5951
22.4;diesel;5951
20.09;regular;6440
22.19;premium;6440
21.49;diesel;6440
22.99;diesel;7231
21.94;regular;7231
23.99;premium;7231
21.27;regular;6512
24.17;premium;6512
21.29;regular;6115
23.05;premium;6115
22.05;diesel;6115
21.49;regular;7180
22.99;premium;7180
21.29;regular;6880
23.99;premium;6880
20.39;regular;7071
22.49;premium;7071
22.09;diesel;7071
22.1;regular;7229
24.05;premium;7229
24.1;diesel;7229
23.19;regular;2121
25.19;premium;2121
20.39;regular;6799
22.49;premium;6799
22.09;diesel;6799
21.19;regular;6790
24.17;premium;6790
21.59;regular;5824
23.99;premium;5824
22.59;diesel;5824
20.7;regular;7400
22.1;diesel;7400
20.38;regular;7020
22.47;premium;7020
20.29;regular;7199
21.99;diesel;7199
21.79;premium;7199
21.95;regular;5799
23.45;premium;5799
23;diesel;5799
20.29;regular;6033
21.79;premium;6033
21.99;diesel;6033
23.13;regular;7087
23.97;premium;7087
23.99;diesel;7087
20.99;regular;6413
22.6;premium;6413
22.79;regular;2465
25.19;premium;2465
23.29;regular;6615
25.29;premium;6615
20.95;regular;7031
23.89;premium;7031
21.49;diesel;7031
22.69;regular;6998
24.99;premium;6998
23.65;diesel;6998
20.49;regular;6092
22.9;premium;6092
21.29;diesel;6092
20.82;regular;5941
22.1;premium;5941
21.97;diesel;5941
21.99;regular;7139
23.15;diesel;7139
24.69;premium;7139
22.45;regular;6384
24.4;premium;6384
23.85;diesel;6384
17.59;regular;7414
17.79;premium;7414
21.09;regular;6448
22.69;diesel;6448
22.99;premium;6448
21.69;regular;6919
22.99;diesel;6919
22.99;regular;2425
25.19;premium;2425
21.89;regular;6161
24.79;premium;6161
23.89;diesel;6161
20.5;regular;5759
22.55;premium;5759
22.1;diesel;5759
22.19;regular;7043
24.19;premium;7043
22.99;diesel;7043
21.49;regular;6063
22.69;diesel;6063
20.89;regular;5811
22.99;premium;5811
20.99;regular;6152
22.99;premium;6152
22.19;diesel;6152
21.94;regular;7421
21.89;regular;6497
24.39;premium;6497
22.59;diesel;6497
20.84;regular;6516
22.79;premium;6516
22.55;diesel;6516
20.89;regular;6225
22.99;premium;6225
22.39;regular;2237
23.89;premium;2237
23.49;diesel;2237
22.21;regular;6179
23.75;diesel;6179
23.35;premium;6179
21.29;regular;6378
24.19;premium;6378
21.99;diesel;6378
21.75;regular;5860
23.75;premium;5860
20.65;regular;6079
23.69;premium;6079
21.49;diesel;6079
21.29;regular;6488
22.89;premium;6488
20.79;regular;6348
23.15;premium;6348
22.59;diesel;6348
21.14;regular;6234
22.36;diesel;6234
23.49;premium;6234
20.89;regular;7425
22.89;premium;7425
22.21;regular;6247
23.75;diesel;6247
23.35;premium;6247
21.49;regular;7509
23.59;premium;7509
22.49;diesel;7509
22.39;regular;2565
23.89;premium;2565
23.49;diesel;2565
21.38;regular;6912
22.89;premium;6912
22.8;diesel;6912
20.51;regular;7170
21.99;diesel;7170
22.67;premium;7170
20.99;regular;7000
22.89;diesel;7000
23.19;premium;7000
20.19;regular;6758
21.94;premium;6758
21.72;diesel;6758
16.58;regular;6040
19.2;premium;6040
21.89;premium;5878
19.79;regular;5878
23.51;premium;6816
21.39;regular;6816
20.59;regular;6300
22.64;premium;6300
21.94;diesel;6300
20.59;regular;5836
22.69;premium;5836
20.59;regular;7136
22.64;premium;7136
21.94;diesel;7136
22.39;regular;2371
23.89;premium;2371
23.49;diesel;2371
21.94;regular;6076
23.9;premium;6076
23.06;diesel;6076
21.99;regular;6635
23.89;premium;6635
22.99;diesel;6635
16.4;regular;5945
20.45;diesel;7346
18.95;regular;7346
20.28;regular;7289
21.97;premium;7289
22.3;diesel;7289
20.41;regular;6339
22.16;premium;6339
21.85;diesel;6339
21.45;regular;6879
24.3;premium;6879
21.8;diesel;6879
16.48;regular;7380
19.49;premium;7380
22.34;regular;7323
23.19;premium;7323
23.55;diesel;7323
21.49;regular;6394
23.37;premium;6394
22.63;diesel;6394
22.39;regular;2158
23.89;premium;2158
23.49;diesel;2158
22.4;regular;6274
23.59;premium;6274
23.15;diesel;6274
22.6;regular;7113
24.38;premium;7113
23.99;diesel;7113
20.39;regular;6321
21.89;premium;6321
21.95;diesel;6321
21.29;regular;6383
23.09;premium;6383
22.99;diesel;6383
21.89;regular;7057
22.89;diesel;7057
23.59;premium;7057
21.89;premium;6212
19.79;regular;6212
21.89;premium;6603
19.79;regular;6603
21.5;regular;7337
21.52;diesel;7337
23.15;premium;7337
21.99;regular;6111
23.5;premium;6111
23.25;diesel;6111
16.95;regular;6808
21.99;regular;2292
24.29;premium;2292
23.39;diesel;2292
22.19;regular;6169
23.99;premium;6169
23.29;diesel;6169
21.99;regular;7015
23.69;diesel;7015
22.89;regular;6284
24.49;premium;6284
21.89;premium;6262
19.79;regular;6262
21.79;regular;7342
23.99;premium;7342
23.29;diesel;7342
16.35;regular;7032
18.95;premium;7032
20.5;diesel;7032
19.39;regular;7140
21.49;premium;7140
19.95;regular;7034
21.95;premium;7034
22.75;regular;5928
23.97;diesel;5928
22.69;regular;6067
23.99;diesel;6067
24.49;premium;6067
21.99;regular;2169
23.22;diesel;2169
24.48;premium;2169
21.99;premium;6345
19.97;regular;6345
21.99;regular;5839
23.99;premium;5839
23.49;diesel;5839
19.89;regular;6044
21.59;premium;6044
22.49;premium;6419
21.08;regular;6419
16.98;regular;5776
21.78;regular;7185
23.51;premium;7185
22.89;diesel;7185
16.95;regular;7362
19.95;premium;7362
21.97;diesel;7362
22.89;regular;6245
24.99;premium;6245
23.69;diesel;6245
20.55;regular;6119
21.95;premium;6119
21.99;diesel;6119
21.05;regular;6519
23.05;premium;6519
22.23;regular;2331
23.22;diesel;2331
24.48;premium;2331
18.99;premium;6837
16.29;regular;6837
22.09;diesel;6837
21.93;regular;5984
23.8;premium;5984
23.1;diesel;5984
22.25;regular;6131
23.23;diesel;6131
20.39;regular;6589
21.69;diesel;6589
20.99;regular;7029
22.99;premium;7029
20.09;regular;6327
22.09;premium;6327
21.84;diesel;6327
20.99;regular;7456
22.09;premium;7456
21.97;diesel;7456
21.69;diesel;6616
20.49;regular;6616
22.59;premium;6616
18;regular;6927
21.4;diesel;6927
17.83;premium;6927
22.49;regular;6128
23.99;premium;6128
21.49;regular;2095
24.29;premium;2095
23.69;diesel;2095
23.59;premium;7370
22.79;diesel;7370
21.59;regular;7370
21.29;regular;6337
22.79;premium;6337
22.29;diesel;6337
20.99;regular;5982
22.54;diesel;5982
22.99;premium;5982
22.49;regular;6838
24.19;premium;6838
23.39;diesel;6838
21.39;regular;7298
24.09;premium;7298
22.49;regular;7083
24.19;premium;7083
22.85;regular;6309
23.85;diesel;6309
21.55;regular;5976
23.05;premium;5976
23.35;diesel;5976
20.55;regular;6885
22.39;premium;6885
22.25;diesel;6885
21.69;regular;6987
24.29;premium;6987
21.79;diesel;6987
21.49;regular;2208
23.99;premium;2208
23.21;regular;6854
25.19;premium;6854
22.89;diesel;6854
17.29;regular;6547
18.69;premium;6547
20.99;diesel;6547
23.21;regular;7373
25.19;premium;7373
22.89;diesel;7373
19.99;regular;6942
20;diesel;6942
22.49;regular;6356
23.79;premium;6356
23.69;diesel;6356
21.44;regular;7348
23.19;premium;7348
22.84;diesel;7348
20.35;regular;7408
21.9;premium;7408
21.75;diesel;7408
22.29;diesel;6749
20.84;regular;6749
22.99;premium;6749
21.82;regular;7112
23.59;premium;7112
22.51;diesel;7112
20.74;regular;6436
21.95;diesel;6436
21.99;premium;6436
21.88;regular;2539
22.98;diesel;2539
23.66;premium;2539
22.99;diesel;6285
21.99;regular;6285
23.79;premium;6285
17.03;regular;6465
19.98;premium;6465
21.89;diesel;6465
21.99;regular;6498
22.94;premium;6498
23.45;diesel;6498
21.99;regular;6132
22.94;premium;6132
23.45;diesel;6132
21.99;premium;6566
20.99;regular;6566
21.99;diesel;6566
21.99;regular;7150
22.94;premium;7150
23.45;diesel;7150
21.99;regular;6736
22.94;premium;6736
23.45;diesel;6736
21.99;regular;6149
22.94;premium;6149
21.99;regular;6443
22.94;premium;6443
23.45;diesel;6443
21.99;regular;5955
22.94;premium;5955
23.45;diesel;5955
20.99;regular;2170
23.84;premium;2170
22.98;diesel;2170
22.39;regular;6160
23.77;diesel;6160
23.03;premium;6160
22.69;regular;7359
23.69;premium;7359
24.19;diesel;7359
21.3;regular;5968
22.7;diesel;5968
22.89;regular;6936
23.89;premium;6936
21.85;regular;5848
23.65;premium;5848
23.05;diesel;5848
22.69;premium;7022
19.95;regular;7022
21.99;regular;6428
24.1;premium;6428
16.97;regular;7375
18.87;premium;7375
17.03;regular;6031
19.85;regular;5927
21.99;premium;5927
22.59;regular;2132
24.07;premium;2132
23.15;diesel;2132
19.79;regular;7309
21.89;premium;7309
20.89;diesel;7309
21.29;regular;6227
23.39;premium;6227
20.5;regular;6901
22.98;premium;6901
22.2;diesel;6901
21.59;regular;5953
25.69;premium;5953
21.95;regular;6770
22.99;diesel;6770
23.39;premium;6770
21.67;regular;6263
23.87;premium;6263
23.26;diesel;6263
15.99;regular;6530
18.99;premium;6530
20.79;diesel;6530
23.68;regular;6997
24.28;premium;6997
24.49;diesel;6997
16.39;regular;7081
21.4;regular;5808
23.4;premium;5808
24.07;premium;2398
22.55;regular;2398
23.12;diesel;2398
16.39;regular;6038
16.39;regular;6064
20.79;regular;5926
22.98;premium;5926
16.9;regular;6397
16.39;regular;6518
21.58;regular;7473
24.15;premium;7473
22.49;diesel;7473
15.99;regular;6230
18.99;premium;6230
20.79;diesel;6230
22.29;regular;7013
23.99;premium;7013
20.89;regular;6402
22.99;premium;6402
22.89;diesel;6402
21.89;regular;6434
23.89;premium;6434
20.99;regular;2288
23.84;premium;2288
22.98;diesel;2288
22.49;regular;6864
24.49;premium;6864
22.49;regular;6609
24.49;premium;6609
22.19;regular;6294
22.89;diesel;6294
22.19;regular;6697
23.69;premium;6697
22.89;diesel;6697
21.89;regular;6855
23.99;premium;6855
23.6;diesel;6855
22.54;regular;6741
24.06;premium;6741
23.14;diesel;6741
21.9;regular;7500
23.9;premium;7500
22.95;diesel;7500
21.85;regular;7066
23.75;premium;7066
22.85;diesel;7066
21.8;regular;6096
23.8;premium;6096
22.85;diesel;6096
21.89;regular;5963
23.69;premium;5963
22.95;diesel;5963
20.99;regular;2445
23.84;premium;2445
22.98;diesel;2445
22.95;regular;6784
24.05;diesel;6784
21.95;regular;6745
23.75;premium;6745
23.09;diesel;6745
21.9;regular;6091
23.2;premium;6091
20.69;regular;6877
22.62;premium;6877
21.97;diesel;6877
21.9;regular;6607
23.2;premium;6607
22.85;diesel;6607
23.79;diesel;6216
21.79;regular;6216
24.29;premium;6216
22.54;regular;5981
24.06;premium;5981
23.14;diesel;5981
21.79;regular;6684
23.89;premium;6684
21.89;regular;7248
23.29;premium;7248
23.29;diesel;7248
22.56;regular;6945
24.08;premium;6945
23.14;diesel;6945
24.07;premium;2551
22.55;regular;2551
23.12;diesel;2551
22.89;regular;6686
24.49;premium;6686
23.99;diesel;6686
22.05;regular;5939
23.89;premium;5939
22.52;regular;6085
24.04;premium;6085
23.14;diesel;6085
20.43;regular;7317
22.33;premium;7317
21.09;diesel;7490
20.97;regular;7490
22.89;premium;7490
21.79;regular;5882
23.49;diesel;5882
20.95;regular;6172
22.89;premium;6172
21.49;regular;7377
23.59;premium;7377
22.89;diesel;7377
22.59;regular;6493
24.15;premium;6493
23.85;diesel;6493
21.15;regular;5821
23.15;premium;5821
22.39;diesel;5821
22.51;regular;2080
23.95;premium;2080
23.1;diesel;2080
21.69;regular;7364
23.95;premium;7364
23.19;diesel;7364
21.68;regular;7503
24.28;premium;7503
23.39;diesel;7503
20.89;regular;6442
22.9;premium;6442
22.29;diesel;6442
21.69;regular;6740
23.59;premium;6740
22.5;regular;7115
23.9;premium;7115
23.15;diesel;7115
19.8;regular;5971
21.99;premium;5971
21.2;diesel;5971
21.99;regular;6733
23.58;premium;6733
22.99;diesel;6733
23.09;regular;6013
25.99;premium;6013
20.19;regular;7308
22.19;premium;7308
22.19;diesel;7308
20.35;regular;5809
22.05;premium;5809
21.55;diesel;5809
24.07;premium;2466
22.55;regular;2466
23.14;diesel;2466
22.52;diesel;6920
21.09;regular;6920
23.49;premium;6920
23.99;premium;5913
21.49;regular;5913
23.69;diesel;5913
21.68;regular;6446
24.28;premium;6446
23.39;diesel;6446
22.56;regular;6506
23.99;premium;6506
21.49;regular;6338
23.99;premium;6338
22.79;diesel;6338
21.89;regular;6484
23.29;premium;6484
23.49;diesel;6484
22.56;regular;5975
23.99;premium;5975
22.89;regular;5895
24.99;premium;5895
22.89;diesel;5895
21.95;regular;7135
22.99;premium;7135
22.99;diesel;7135
21.25;regular;7316
23.45;premium;7316
22.72;diesel;7316
22.59;regular;2330
24.07;premium;2330
23.15;diesel;2330
21.29;regular;5908
23.35;premium;5908
22.35;diesel;5908
21.95;regular;7109
22.99;premium;7109
22.99;diesel;7109
21.14;regular;6978
23.74;premium;6978
21.99;diesel;6978
21.49;regular;6610
23.05;premium;6610
23.19;diesel;6610
24.17;premium;6669
20.89;regular;6669
21.95;regular;7449
22.99;premium;7449
22.99;diesel;7449
21.29;regular;6088
23.35;premium;6088
22.35;diesel;6088
21.64;regular;6983
23.33;premium;6983
22.54;diesel;6983
21.19;regular;6747
22.99;premium;6747
22.09;diesel;6747
22.59;regular;6016
23.99;diesel;6016
23.74;premium;6016
21.88;regular;2093
22.98;diesel;2093
23.66;premium;2093
22.69;regular;6322
23.69;premium;6322
24.09;diesel;6322
21.49;regular;6554
23.19;premium;6554
22.39;diesel;6554
22.89;regular;6418
23.94;premium;6418
24.09;diesel;6418
23.99;diesel;7050
22.54;regular;7050
23.79;premium;7050
22.58;regular;7429
24.87;premium;7429
22.84;regular;6563
23.94;premium;6563
22.64;regular;6468
23.84;premium;6468
22.94;regular;6124
23.99;premium;6124
22.54;regular;7241
23.59;premium;7241
23.99;diesel;7241
21.09;regular;6834
23.35;premium;6834
22.15;diesel;6834
22.59;regular;2498
24.07;premium;2498
23.15;diesel;2498
21.99;regular;6503
22.94;premium;6503
22.78;regular;6883
23.98;premium;6883
23.93;diesel;6883
21.25;regular;5766
23.09;premium;5766
22.19;diesel;5766
21.14;regular;7236
23.74;premium;7236
21.99;diesel;7236
21.19;regular;6621
22.75;premium;6621
22.85;diesel;6621
21.47;regular;6217
24.1;premium;6217
22.55;diesel;6217
22.39;regular;7398
23.74;premium;7398
22.39;regular;7438
23.49;premium;7438
23.99;diesel;7438
22.89;regular;6769
23.94;premium;6769
24.14;diesel;6769
20.99;regular;6432
21.99;diesel;6432
21.99;premium;6432
19.49;regular;2240
21.04;premium;2240
21.99;regular;7093
22.94;premium;7093
23.45;diesel;7093
21.99;regular;7259
22.94;premium;7259
21.99;regular;5909
22.94;premium;5909
21.99;regular;6250
22.94;premium;6250
23.45;diesel;6250
21.99;regular;7222
22.94;premium;7222
23.45;diesel;7222
21.99;regular;7148
22.94;premium;7148
23.45;diesel;7148
21.49;regular;5883
22.49;premium;5883
22.49;diesel;5883
21.99;regular;6302
22.94;premium;6302
23.45;diesel;6302
21.07;regular;6376
23.11;premium;6376
21.99;regular;6007
22.94;premium;6007
23.45;diesel;6007
24.07;premium;2092
22.56;regular;2092
23.12;diesel;2092
21.99;regular;7267
22.94;premium;7267
21.49;regular;6349
22.49;premium;6349
21.99;regular;6996
22.94;premium;6996
23.45;diesel;6996
21.99;regular;6080
22.94;premium;6080
23.45;diesel;6080
21.49;regular;6476
22.49;premium;6476
21.89;regular;6017
22.94;premium;6017
23.4;diesel;6017
20.99;regular;6873
21.99;premium;6873
21.99;regular;7035
22.94;premium;7035
23.45;diesel;7035
22;regular;7096
24;premium;7096
23;diesel;7096
21.36;regular;7216
23.97;premium;7216
22.27;diesel;7216
21.83;regular;2537
22.45;diesel;2537
21.99;regular;6935
23.45;diesel;6935
22.94;premium;6935
22;regular;5985
24;premium;5985
23;diesel;5985
20.99;regular;7341
23.69;premium;7341
21.49;diesel;7341
21.5;regular;6072
23.4;premium;6072
21.19;regular;6174
23.97;premium;6174
18.79;diesel;7204
20.5;regular;6473
21.98;diesel;6473
22.09;premium;6473
20.8;regular;5900
21.98;diesel;5900
22.09;premium;5900
21.9;regular;6411
23.2;premium;6411
19.39;regular;6475
21.09;premium;6475
20.95;diesel;6475
20.99;regular;2262
23.84;premium;2262
22.39;diesel;7226
23.24;premium;7226
21.94;regular;7226
20.55;regular;6127
21.9;premium;6127
21.9;diesel;6127
21.29;regular;5835
23.48;premium;5835
22.72;diesel;5835
22.19;regular;6009
24.39;premium;6009
23.99;diesel;6009
23.99;premium;6219
21.79;regular;6219
22.39;diesel;6259
23.21;premium;6259
21.91;regular;6259
21.89;regular;6155
23.29;premium;6155
23.49;diesel;6155
21.59;regular;6329
24.09;premium;6329
21.73;regular;6441
23.97;premium;6441
20.38;regular;6896
22.08;premium;6896
22.98;diesel;6896
22.59;regular;2463
24.07;premium;2463
23.15;diesel;2463
21.43;regular;6251
24.09;premium;6251
21.19;regular;7196
24.09;premium;7196
20.81;regular;6288
21.95;diesel;6288
22.83;premium;6288
20.45;regular;6829
22.25;premium;6829
21.85;diesel;6829
22.85;diesel;6050
23.2;premium;6050
21.9;regular;6050
22.99;diesel;6721
21.75;regular;6721
23.49;premium;6721
22.39;regular;6541
24.39;premium;6541
23.39;diesel;6541
22.78;regular;6722
25.18;premium;6722
22.88;diesel;6722
21.89;regular;7268
23.29;premium;7268
23.49;diesel;7268
21.26;regular;6581
22.83;premium;6581
22.88;diesel;6581
19.39;regular;2221
21.04;premium;2221
21.24;diesel;2221
22.4;regular;6278
24.21;premium;6278
24.07;diesel;6278
23.84;regular;7239
24.08;premium;7239
25.18;diesel;7239
16.4;regular;6543
19.14;premium;6543
20.99;diesel;6543
20.92;regular;6796
22.59;diesel;6796
22.78;premium;6796
22.75;regular;6089
23.65;premium;6089
23.9;diesel;6089
21.53;regular;5924
23.87;premium;5924
19.29;regular;6056
21.29;premium;6056
22.4;premium;6906
19.99;regular;6906
20.87;regular;7111
22.95;premium;7111
21.83;regular;2077
22.45;diesel;2077
20.97;regular;6213
20.75;diesel;6213
22.89;premium;6213
21.25;regular;7158
22.89;premium;7158
22.69;diesel;7158
20.83;regular;5912
21.69;diesel;5912
19.95;regular;5932
21.95;premium;5932
20.85;regular;6409
23.39;premium;6409
22.47;diesel;6409
20.93;regular;7331
22.89;premium;7331
19.69;regular;7265
21.19;diesel;7265
22.5;regular;6346
23.15;diesel;6346
21.86;regular;5925
23.04;premium;5925
22.26;diesel;5925
19.79;regular;6457
21.39;diesel;6457
23.17;diesel;2547
22.55;regular;2547
23.95;premium;2547
20.23;regular;7076
22.95;premium;7076
22.18;regular;6025
24.18;premium;6025
22.68;diesel;6025
22.82;premium;6860
22.27;diesel;6860
20.98;regular;6860
20.99;regular;5764
22.59;diesel;5764
22.99;premium;5764
21.69;regular;7344
23.99;premium;7344
23.29;diesel;7475
21.49;regular;7475
22.99;premium;7475
22.19;regular;6711
24.55;premium;6711
21.59;diesel;7187
20.84;regular;7187
22.79;premium;7187
22.4;regular;7446
23.9;premium;7446
23.2;diesel;7446
22.59;regular;2495
24.07;premium;2495
23.15;diesel;2495
20.9;regular;6481
22.08;premium;6481
23.43;diesel;6481
20.64;regular;7157
20.9;diesel;7157
17.59;regular;6055
19.39;premium;6055
22.05;regular;6993
23.93;premium;6993
23.93;diesel;6993
20.89;regular;5959
22.99;premium;5959
23.99;diesel;5959
22.05;regular;6781
23.93;premium;6781
23.93;diesel;6781
20.19;regular;5843
20.5;diesel;5843
21.78;premium;5843
18.8;premium;6677
22.8;diesel;6677
15.9;regular;6677
22.34;premium;5919
20.34;regular;5919
18.99;regular;6786
20.59;premium;6786
20.19;diesel;6786
19.49;regular;2141
20.74;premium;2141
19.69;regular;6299
19.5;diesel;6299
20.89;premium;6299
20.64;regular;6502
20.99;diesel;6502
22.14;premium;6502
22.84;premium;6461
22.8;diesel;6461
20.64;regular;6461
20.64;regular;6386
22.64;premium;6386
22.8;diesel;6386
22.75;regular;7211
23.85;premium;7211
23.7;diesel;7211
22.34;premium;6916
20.34;regular;6916
20.8;diesel;6916
20.89;regular;7016
22.99;premium;7016
20.65;diesel;7016
20.85;regular;6505
22.79;premium;6505
22.6;diesel;6505
20.9;regular;7209
22.8;premium;7209
22.6;diesel;7209
21.29;regular;7079
23.49;premium;7079
19.39;regular;2173
21.09;premium;2173
21.24;diesel;2173
20.79;regular;6222
22.19;premium;6222
21.99;diesel;6222
23.3;premium;6719
21.45;regular;6719
23.66;regular;7437
25.62;premium;7437
25.13;diesel;7437
23.31;diesel;7440
22.94;regular;7440
25.02;premium;7440
23.29;diesel;7279
22.89;regular;7279
24.99;premium;7279
17.03;regular;6154
22.99;regular;7419
24.99;premium;7419
21.69;diesel;7200
21.79;premium;7200
20.09;regular;7200
21.99;regular;7315
22.39;diesel;7315
23.99;premium;7315
21.57;regular;5813
22.67;premium;5813
23.33;diesel;5813
22.59;regular;2567
24.07;premium;2567
25.19;premium;6726
22.79;regular;6726
22.93;diesel;6726
21.29;regular;6865
22.99;diesel;6865
23.29;premium;6865
21.65;diesel;7001
21.57;regular;7001
22.67;premium;7001
21.29;regular;6188
23.49;premium;6188
22.19;diesel;6188
22.09;regular;6974
24.79;premium;6974
20.25;regular;7242
21.1;premium;7242
21.25;diesel;7242
21.91;regular;6823
23.49;premium;6823
20.73;regular;7328
22.47;premium;7328
22.19;diesel;7328
19.89;regular;7233
21.69;premium;7233
21.59;diesel;7233
21.1;diesel;6994
20.3;regular;6994
22.59;regular;2241
24.07;premium;2241
23.15;diesel;2241
21.59;regular;6710
22.59;diesel;6710
23.78;premium;6710
21.99;regular;6606
22.5;diesel;6606
21.49;regular;6774
23.99;premium;6774
21.59;regular;6845
22.59;diesel;6845
23.78;premium;6845
21.7;regular;7361
23.19;premium;7361
22.51;diesel;7361
22.69;diesel;6324
21.29;regular;6324
23.99;premium;6324
22.34;regular;6427
23.79;diesel;6427
24.47;premium;6427
22.74;regular;6359
23.99;premium;6359
24.03;diesel;6359
22.68;regular;7347
23.89;premium;7347
21.59;regular;6844
23.78;premium;6844
22.59;regular;2246
24.07;premium;2246
23.15;diesel;2246
22.69;premium;6367
20.99;regular;6367
22.65;diesel;6367
20.89;regular;6580
21.87;diesel;6580
22.49;regular;5903
23.99;premium;5903
23.29;diesel;5903
24.09;premium;6867
22.49;regular;6867
20.7;regular;5823
22.8;premium;5823
21.09;regular;6569
22.29;diesel;6569
22.39;premium;6569
22.09;regular;5914
23.49;diesel;5914
23.29;premium;5914
23.79;premium;7354
21.79;regular;7354
22.99;diesel;7354
19.88;regular;7251
21.69;premium;7251
20.85;diesel;7251
21.79;regular;6118
24.99;premium;6118
22.99;diesel;6118
19.29;regular;2222
21.04;premium;2222
21.14;diesel;2222
22.43;regular;6330
23.9;premium;6330
23.82;diesel;6330
21.59;regular;6830
24.19;premium;6830
22.69;diesel;6830
20.89;regular;7426
22.95;premium;7426
22.99;diesel;7088
21.99;regular;7088
22.79;regular;7296
24.79;premium;7296
20.67;regular;7497
22.73;premium;7497
22.29;premium;5879
21.79;diesel;5879
20.44;regular;5879
21.99;regular;7030
24.39;premium;7030
21.38;regular;6354
23.78;premium;6354
22.09;regular;6437
24.59;premium;6437
19.49;regular;2396
21.04;premium;2396
21.09;diesel;2396
21.52;regular;7189
23.39;premium;7189
22.58;diesel;7189
22.69;premium;7037
19.97;regular;7037
20.85;regular;6139
23.39;premium;6139
22.47;diesel;6139
22.55;diesel;7511
22.49;regular;7511
23.99;premium;7511
20.75;regular;7467
22.35;premium;7467
22.15;diesel;7467
21.08;regular;6953
22.48;diesel;6953
20.99;regular;6593
22.85;premium;6593
21.79;regular;10989
22.89;diesel;10989
24.09;premium;10989
22.19;premium;6576
20.25;regular;6576
22.68;premium;6059
22.79;diesel;6059
21;regular;6059
22.59;regular;2446
24.07;premium;2446
23.15;diesel;2446
22.79;premium;6136
19.99;regular;6136
21.69;regular;6249
22.69;premium;6249
22.09;diesel;6249
20.69;regular;6114
22.37;premium;6114
21.95;regular;7054
22.5;diesel;7054
20.79;regular;6655
22.49;premium;6655
22.36;diesel;6655
21.23;regular;6320
22.33;premium;6320
22.53;diesel;6320
23.7;premium;7471
23.5;diesel;7471
21.8;regular;7471
21.6;regular;7293
23.8;premium;7293
22.7;diesel;7293
21.99;regular;6494
23.99;premium;6494
22.85;diesel;6494
23.38;premium;7291
21.88;diesel;7291
20.68;regular;7291
22.34;regular;2410
24.34;premium;2410
23.29;diesel;2410
20.98;regular;5873
22.98;diesel;5873
22.4;regular;6665
24.6;premium;6665
23;diesel;6665
20.99;regular;5792
22.69;premium;5792
22.99;diesel;5792
22.59;regular;7159
25.49;premium;7159
21.92;premium;6801
20.98;diesel;6801
19.87;regular;6801
21.55;regular;7198
22.59;regular;7351
23.91;premium;7351
24.02;diesel;7351
21.59;regular;6789
24.19;premium;6789
